id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35638422,继承之战 第四季,,https://dou.img.lithub.cc/movie/35638422.jpg,2023-03-26(美国),https://movie.douban.com/subject/35638422/,9.3,剧情,3,没放弃看的原因是太喜欢片头的音乐了。第四季看了前4集跟最后一集，发现自己还是不适合看这种大量台词的剧～,,2023-06-06 15:55:38,2023 / 美国 / 剧情 / 马克·梅罗德 / 布莱恩·考克斯 杰瑞米·斯特朗
1291583,天空之城,,https://dou.img.lithub.cc/movie/1291583.jpg,1992-05-01(中国大陆),https://movie.douban.com/subject/1291583/,9.2,"动画,奇幻,冒险",4,以前没看过，六一陪闺女一起看，怀疑沙丘蜻蜓飞机的灵感来自天空之城。,,2023-06-05 07:53:33,1986 / 日本 / 动画 奇幻 冒险 / 宫崎骏 / 田中真弓 横泽启子
30391186,蜘蛛侠：纵横宇宙,,https://dou.img.lithub.cc/movie/30391186.jpg,2023-06-02(美国/中国大陆),https://movie.douban.com/subject/30391186/,8.5,"喜剧,动作,科幻",5,动画的形式就是好，导演能天马行空。画面没得说，语言匮乏只能是说牛逼。做父母难做孩子也不容易，每个年龄段都有各自的想法。中间部分，不知道是自己年龄大了还是怎么地，音乐部分觉得闹腾了点。唯一很不爽的就是：啊，放完了？怎么就戛然而止了？这是第二季第一集呀。,,2023-06-02 22:54:13,2023 / 美国 / 喜剧 动作 科幻 动画 奇幻 冒险 / 乔伊姆·多斯·桑托斯 凯普·鲍尔斯 贾斯汀·汤普森 / 沙梅克·摩尔 海莉·斯坦菲尔德
33455421,疾速追杀4,,https://dou.img.lithub.cc/movie/33455421.jpg,2025-03-14(中国大陆),https://movie.douban.com/subject/33455421/,7.3,"动作,惊悚,犯罪",3,一直打不死疲乏了,,2023-05-25 09:14:15,2023 / 美国 / 动作 惊悚 犯罪 / 查德·斯塔赫斯基 / 基努·里维斯 甄子丹
35722688,盟约,,https://dou.img.lithub.cc/movie/35722688.jpg,2023-04-21(美国),https://movie.douban.com/subject/35722688/,7.5,"动作,惊悚,战争",3,就是一部正常的美国价值观输出的片子~,,2023-05-21 15:16:29,2023 / 英国 西班牙 美国 / 动作 惊悚 战争 / 盖·里奇 / 杰克·吉伦哈尔 达尔·萨利姆
35457272,保你平安,,https://dou.img.lithub.cc/movie/35457272.jpg,2023-03-10(中国大陆),https://movie.douban.com/subject/35457272/,7.6,"剧情,喜剧",5,网络造谣违法成本太低了，另外真看不得学生被霸凌这种镜头，太揪心了，还有孩子最好的教育来自父母。,,2023-05-15 00:10:40,2022 / 中国大陆 / 剧情 喜剧 / 大鹏 / 大鹏 李雪琴
34941536,宇宙探索编辑部,,https://dou.img.lithub.cc/movie/34941536.jpg,2023-04-01(中国大陆),https://movie.douban.com/subject/34941536/,8,"喜剧,科幻",3,,,2023-05-11 09:49:09,2021 / 中国大陆 / 喜剧 科幻 / 孔大山 / 杨皓宇 艾丽娅
26258779,银河护卫队3,,https://dou.img.lithub.cc/movie/26258779.jpg,2023-05-05(美国/中国大陆),https://movie.douban.com/subject/26258779/,8.3,"喜剧,动作,科幻",5,诙谐幽默，轻松愉快，动作流畅,,2023-05-06 22:42:15,2023 / 美国 / 喜剧 动作 科幻 惊悚 冒险 / 詹姆斯·古恩 / 克里斯·帕拉特 佐伊·索尔达娜
26087471,俄罗斯方块,,https://dou.img.lithub.cc/movie/26087471.jpg,2023-03-15(西南偏南电影节),https://movie.douban.com/subject/26087471/,8,"剧情,惊悚,传记",5,版权之争，拍出了谍战片感觉，紧张刺激~,,2023-05-06 09:33:06,2023 / 英国 美国 / 剧情 惊悚 传记 历史 / 乔·拜尔德 / 塔伦·埃哲顿 尼基塔·叶甫列莫夫
26584673,龙与地下城：侠盗荣耀,,https://dou.img.lithub.cc/movie/26584673.jpg,2023-03-31(美国/中国大陆),https://movie.douban.com/subject/26584673/,7.6,"动作,奇幻,冒险",4,轻松愉快，特效很好,,2023-05-05 09:24:31,2023 / 美国 加拿大 / 动作 奇幻 冒险 / 约翰·弗朗西斯·戴利 乔纳森·戈尔茨坦 / 克里斯·派恩 米歇尔·罗德里格兹
